episode,reward,intercepted,breached,success_rate
1810,1799.00,17,1,77.3
1811,2400.00,18,0,81.8
1812,2600.00,20,0,80.0
1813,1800.00,12,0,52.2
1814,1699.00,16,1,80.0
1815,2200.00,16,0,69.6
1816,2800.00,22,0,84.6
1817,2600.00,20,0,76.9
1818,2100.00,15,0,65.2
1819,2000.00,14,0,63.6
1820,2300.00,17,0,68.0
1821,2200.00,16,0,72.7
1822,1098.00,15,2,75.0
1823,2000.00,14,0,66.7
1824,2400.00,18,0,72.0
1825,2000.00,14,0,70.0
1826,2500.00,19,0,82.6
1827,1899.00,18,1,75.0
1828,2000.00,14,0,60.9
1829,2300.00,17,0,70.8
1830,2300.00,17,0,73.9
1831,1700.00,11,0,57.9
1832,1599.00,15,1,75.0
1833,1899.00,18,1,72.0
1834,1799.00,17,1,70.8
1835,2200.00,16,0,72.7
1836,2700.00,21,0,77.8
1837,2500.00,19,0,76.0
1838,2700.00,21,0,84.0
1839,2500.00,19,0,82.6
1840,2500.00,19,0,76.0
1841,2500.00,19,0,82.6
1842,2600.00,20,0,83.3
1843,1700.00,11,0,55.0
1844,2099.00,20,1,83.3
1845,2500.00,19,0,86.4
1846,1899.00,18,1,72.0
1847,2300.00,17,0,77.3
1848,2300.00,17,0,85.0
1849,2199.00,21,1,80.8
1850,2400.00,18,0,75.0
1851,1999.00,19,1,73.1
1852,2200.00,16,0,69.6
1853,2300.00,17,0,81.0
1854,1699.00,16,1,69.6
1855,1700.00,11,0,39.3
1856,1900.00,13,0,65.0
1857,1800.00,12,0,63.2
1858,2200.00,16,0,69.6
1859,2400.00,18,0,81.8
1860,2000.00,14,0,63.6
1861,1699.00,16,1,69.6
1862,1499.00,14,1,63.6
1863,1399.00,13,1,61.9
1864,2300.00,17,0,70.8
1865,1298.00,17,2,60.7
1866,1799.00,17,1,77.3
1867,1799.00,17,1,81.0
1868,2200.00,16,0,76.2
1869,2200.00,16,0,80.0
1870,2099.00,20,1,71.4
1871,2200.00,16,0,76.2
1872,1399.00,13,1,65.0
1873,2700.00,21,0,80.8
1874,2700.00,21,0,95.5
1875,1299.00,12,1,52.2
1876,2100.00,15,0,68.2
1877,2100.00,15,0,78.9
1878,1298.00,17,2,73.9
1879,2500.00,19,0,82.6
1880,2200.00,16,0,72.7
1881,2500.00,19,0,82.6
1882,2300.00,17,0,77.3
1883,2400.00,18,0,81.8
1884,2200.00,16,0,80.0
1885,1900.00,13,0,68.4
1886,1499.00,14,1,70.0
1887,1900.00,13,0,72.2
1888,2400.00,18,0,78.3
1889,2300.00,17,0,73.9
1890,2100.00,15,0,65.2
1891,1399.00,13,1,65.0
1892,2200.00,16,0,66.7
1893,1499.00,14,1,58.3
1894,2300.00,17,0,77.3
1895,2199.00,21,1,80.8
1896,2400.00,18,0,75.0
1897,2200.00,16,0,80.0
1898,1800.00,12,0,60.0
1899,2400.00,18,0,81.8
1900,2100.00,15,0,68.2
1901,2200.00,16,0,69.6
1902,2900.00,23,0,88.5
1903,2600.00,20,0,87.0
1904,2200.00,16,0,69.6
1905,2400.00,18,0,75.0
1906,2400.00,18,0,78.3
1907,2300.00,17,0,70.8
1908,2600.00,20,0,90.9
1909,2300.00,17,0,77.3
1910,2000.00,14,0,63.6
1911,2500.00,19,0,79.2
1912,2800.00,22,0,84.6
1913,1699.00,16,1,61.5
1914,1199.00,11,1,52.4
1915,1799.00,17,1,73.9
1916,2700.00,21,0,84.0
1917,2200.00,16,0,72.7
1918,2200.00,16,0,69.6
1919,1899.00,18,1,75.0
1920,2300.00,17,0,73.9
1921,2200.00,16,0,64.0
1922,1699.00,16,1,64.0
1923,2000.00,14,0,63.6
1924,2400.00,18,0,78.3
1925,2100.00,15,0,62.5
1926,2500.00,19,0,70.4
1927,2100.00,15,0,68.2
1928,2600.00,20,0,74.1
1929,2400.00,18,0,75.0
1930,2300.00,17,0,77.3
1931,2500.00,19,0,73.1
1932,2099.00,20,1,90.9
1933,2700.00,21,0,91.3
1934,2300.00,17,0,77.3
1935,2700.00,21,0,91.3
1936,2300.00,17,0,73.9
1937,2400.00,18,0,78.3
1938,2500.00,19,0,79.2
1939,2400.00,18,0,72.0
1940,1999.00,19,1,79.2
1941,2600.00,20,0,83.3
1942,2099.00,20,1,83.3
1943,1599.00,15,1,65.2
1944,2500.00,19,0,82.6
1945,2199.00,21,1,80.8
1946,1498.00,19,2,73.1
1947,1900.00,13,0,65.0
1948,2300.00,17,0,73.9
1949,1599.00,15,1,68.2
1950,2200.00,16,0,84.2
1951,2400.00,18,0,75.0
1952,2100.00,15,0,65.2
1953,2100.00,15,0,68.2
1954,2300.00,17,0,73.9
1955,2600.00,20,0,76.9
1956,2800.00,22,0,84.6
1957,3000.00,24,0,85.7
1958,2100.00,15,0,62.5
1959,2600.00,20,0,87.0
1960,1699.00,16,1,72.7
1961,1299.00,12,1,57.1
1962,2400.00,18,0,81.8
1963,1799.00,17,1,85.0
1964,2300.00,17,0,70.8
1965,2099.00,20,1,74.1
1966,2200.00,16,0,72.7
1967,2200.00,16,0,69.6
1968,2000.00,14,0,73.7
1969,2300.00,17,0,70.8
1970,2100.00,15,0,78.9
1971,2400.00,18,0,72.0
1972,2300.00,17,0,68.0
1973,2400.00,18,0,85.7
1974,2300.00,17,0,77.3
1975,2500.00,19,0,90.5
1976,2700.00,21,0,77.8
1977,1699.00,16,1,64.0
1978,2200.00,16,0,69.6
1979,2900.00,23,0,85.2
1980,2400.00,18,0,81.8
1981,1499.00,14,1,66.7
1982,2300.00,17,0,85.0
1983,2500.00,19,0,76.0
1984,2200.00,16,0,72.7
1985,1800.00,12,0,50.0
1986,2500.00,19,0,67.9
1987,1299.00,12,1,54.5
1988,2100.00,15,0,68.2
1989,2200.00,16,0,69.6
1990,2500.00,19,0,73.1
1991,2300.00,17,0,68.0
1992,1799.00,17,1,70.8
1993,2600.00,20,0,83.3
1994,1499.00,14,1,53.8
1995,2200.00,16,0,66.7
1996,2300.00,17,0,73.9
1997,2100.00,15,0,75.0
1998,2700.00,21,0,87.5
1999,1399.00,13,1,65.0
2000,2100.00,15,0,65.2
2001,1599.00,15,1,68.2
2002,1699.00,16,1,69.6
2003,2000.00,14,0,63.6
2004,2600.00,20,0,76.9
2005,2100.00,15,0,65.2
2006,2400.00,18,0,81.8
2007,2000.00,14,0,58.3
2008,2400.00,18,0,78.3
2009,2200.00,16,0,69.6
2010,2300.00,17,0,73.9
2011,2500.00,19,0,70.4
2012,2500.00,19,0,73.1
2013,2000.00,14,0,66.7
2014,1499.00,14,1,63.6
2015,2500.00,19,0,86.4
2016,1699.00,16,1,69.6
2017,2000.00,14,0,66.7
2018,2000.00,14,0,63.6
2019,2500.00,19,0,79.2
2020,2100.00,15,0,71.4
2021,1599.00,15,1,65.2
2022,1399.00,13,1,61.9
2023,2500.00,19,0,79.2
2024,1399.00,13,1,54.2
2025,2700.00,21,0,87.5
2026,2400.00,18,0,81.8
2027,2200.00,16,0,66.7
2028,2300.00,17,0,89.5
2029,2400.00,18,0,78.3
2030,2500.00,19,0,86.4
2031,1799.00,17,1,77.3
2032,1098.00,15,2,62.5
2033,2600.00,20,0,83.3
2034,1899.00,18,1,75.0
2035,1900.00,13,0,68.4
2036,1699.00,16,1,66.7
2037,2200.00,16,0,69.6
2038,2500.00,19,0,73.1
2039,2300.00,17,0,68.0
2040,1599.00,15,1,65.2
2041,2800.00,22,0,81.5
2042,2400.00,18,0,75.0
2043,2600.00,20,0,74.1
2044,1499.00,14,1,70.0
2045,2500.00,19,0,79.2
2046,2099.00,20,1,76.9
2047,2200.00,16,0,72.7
2048,2100.00,15,0,78.9
2049,2600.00,20,0,90.9
2050,2099.00,20,1,76.9
2051,2600.00,20,0,83.3
2052,1499.00,14,1,63.6
2053,2300.00,17,0,81.0
2054,2300.00,17,0,73.9
2055,2000.00,14,0,63.6
2056,1598.00,20,2,76.9
2057,2400.00,18,0,81.8
2058,2000.00,14,0,63.6
2059,2400.00,18,0,81.8
2060,1599.00,15,1,62.5
2061,2300.00,17,0,73.9
2062,2200.00,16,0,64.0
2063,2600.00,20,0,76.9
2064,2300.00,17,0,73.9
2065,1699.00,16,1,66.7
2066,2200.00,16,0,66.7
2067,2300.00,17,0,81.0
2068,2000.00,14,0,63.6
2069,2000.00,14,0,70.0
2070,2400.00,18,0,75.0
2071,2300.00,17,0,65.4
2072,2300.00,17,0,85.0
2073,1398.00,18,2,72.0
2074,2400.00,18,0,69.2
2075,2100.00,15,0,71.4
2076,2000.00,14,0,63.6
2077,2300.00,17,0,85.0
2078,1699.00,16,1,72.7
2079,2200.00,16,0,69.6
2080,2600.00,20,0,83.3
2081,2500.00,19,0,82.6
2082,2200.00,16,0,76.2
2083,2400.00,18,0,81.8
2084,2600.00,20,0,87.0
2085,1499.00,14,1,58.3
2086,2100.00,15,0,68.2
2087,2300.00,17,0,77.3
2088,1799.00,17,1,73.9
2089,2200.00,16,0,72.7
2090,2300.00,17,0,73.9
2091,1900.00,13,0,61.9
2092,2200.00,16,0,66.7
2093,2300.00,17,0,73.9
2094,2200.00,16,0,72.7
2095,2300.00,17,0,65.4
2096,2700.00,21,0,84.0
2097,2100.00,15,0,75.0
2098,1900.00,13,0,65.0
2099,2400.00,18,0,69.2
2100,1999.00,19,1,82.6
2101,2200.00,16,0,72.7
2102,2000.00,14,0,63.6
2103,2400.00,18,0,81.8
2104,2100.00,15,0,71.4
2105,2400.00,18,0,81.8
2106,2400.00,18,0,72.0
2107,2400.00,18,0,69.2
2108,2700.00,21,0,80.8
2109,2200.00,16,0,64.0
2110,2200.00,16,0,66.7
2111,2400.00,18,0,75.0
2112,2600.00,20,0,74.1
2113,1699.00,16,1,69.6
2114,2000.00,14,0,77.8
2115,2700.00,21,0,77.8
2116,2400.00,18,0,75.0
2117,2000.00,14,0,66.7
2118,2200.00,16,0,84.2
2119,2099.00,20,1,74.1
2120,2400.00,18,0,85.7
2121,2700.00,21,0,87.5
2122,2400.00,18,0,90.0
2123,2300.00,17,0,73.9
2124,2000.00,14,0,66.7
2125,2300.00,17,0,70.8
2126,1599.00,15,1,68.2
2127,2600.00,20,0,80.0
2128,2099.00,20,1,80.0
2129,1699.00,16,1,80.0
2130,2200.00,16,0,69.6
2131,2500.00,19,0,86.4
2132,1699.00,16,1,76.2
2133,2200.00,16,0,84.2
2134,1900.00,13,0,65.0
2135,1900.00,13,0,61.9
2136,2300.00,17,0,65.4
2137,2500.00,19,0,76.0
2138,1799.00,17,1,68.0
2139,1899.00,18,1,78.3
2140,2200.00,16,0,72.7
2141,2800.00,22,0,78.6
2142,2500.00,19,0,70.4
2143,1699.00,16,1,80.0
2144,1999.00,19,1,73.1
2145,1599.00,15,1,71.4
2146,2400.00,18,0,75.0
2147,2200.00,16,0,72.7
2148,2300.00,17,0,70.8
2149,2300.00,17,0,73.9
2150,2200.00,16,0,76.2
2151,2500.00,19,0,76.0
2152,1799.00,17,1,77.3
2153,2300.00,17,0,68.0
2154,2600.00,20,0,80.0
2155,2600.00,20,0,90.9
2156,1299.00,12,1,60.0
2157,2500.00,19,0,70.4
2158,2500.00,19,0,86.4
2159,2400.00,18,0,78.3
2160,2500.00,19,0,86.4
2161,898.00,13,2,61.9
2162,2400.00,18,0,81.8
2163,2600.00,20,0,87.0
2164,2800.00,22,0,84.6
2165,2100.00,15,0,57.7
2166,2200.00,16,0,80.0
2167,2000.00,14,0,60.9
2168,2700.00,21,0,80.8
2169,1899.00,18,1,72.0
2170,2200.00,16,0,72.7
2171,1198.00,16,2,61.5
2172,1699.00,16,1,72.7
2173,2400.00,18,0,78.3
2174,2300.00,17,0,70.8
2175,2400.00,18,0,75.0
2176,2400.00,18,0,85.7
2177,2600.00,20,0,87.0
2178,2100.00,15,0,60.0
2179,1699.00,16,1,64.0
2180,1599.00,15,1,78.9
2181,1999.00,19,1,79.2
2182,2100.00,15,0,65.2
2183,2600.00,20,0,87.0
2184,1599.00,15,1,65.2
2185,1999.00,19,1,76.0
2186,1799.00,17,1,70.8
2187,2200.00,16,0,64.0
2188,2400.00,18,0,75.0
2189,2300.00,17,0,81.0
2190,2200.00,16,0,80.0
2191,1999.00,19,1,82.6
2192,2400.00,18,0,75.0
2193,2700.00,21,0,91.3
2194,2600.00,20,0,80.0
2195,2300.00,17,0,77.3
2196,2400.00,18,0,81.8
2197,2400.00,18,0,75.0
2198,1999.00,19,1,86.4
2199,2100.00,15,0,68.2
2200,2000.00,14,0,77.8
2201,2200.00,16,0,76.2
2202,2000.00,14,0,66.7
2203,2400.00,18,0,69.2
2204,1699.00,16,1,64.0
2205,2200.00,16,0,76.2
2206,2400.00,18,0,72.0
2207,2400.00,18,0,78.3
2208,2300.00,17,0,85.0
2209,2800.00,22,0,81.5
2210,2100.00,15,0,65.2
2211,2500.00,19,0,82.6
2212,2500.00,19,0,73.1
2213,2300.00,17,0,77.3
2214,2600.00,20,0,76.9
2215,898.00,13,2,61.9
2216,1399.00,13,1,65.0
2217,2500.00,19,0,73.1
2218,2100.00,15,0,71.4
2219,2400.00,18,0,75.0
2220,2700.00,21,0,80.8
2221,2400.00,18,0,85.7
2222,1999.00,19,1,82.6
2223,2400.00,18,0,85.7
2224,2200.00,16,0,66.7
2225,2400.00,18,0,75.0
2226,2400.00,18,0,81.8
2227,3000.00,24,0,88.9
2228,1198.00,16,2,61.5
2229,2700.00,21,0,87.5
2230,2199.00,21,1,84.0
2231,2500.00,19,0,82.6
2232,2400.00,18,0,78.3
2233,2400.00,18,0,72.0
2234,1399.00,13,1,56.5
2235,1599.00,15,1,68.2
2236,3000.00,24,0,92.3
2237,2100.00,15,0,68.2
2238,2200.00,16,0,72.7
2239,2500.00,19,0,76.0
2240,2400.00,18,0,85.7
2241,2000.00,14,0,73.7
2242,2100.00,15,0,71.4
2243,2500.00,19,0,76.0
2244,1900.00,13,0,61.9
2245,1799.00,17,1,70.8
2246,2400.00,18,0,81.8
2247,2000.00,14,0,70.0
2248,2700.00,21,0,77.8
2249,1799.00,17,1,73.9
2250,2200.00,16,0,66.7
2251,2600.00,20,0,87.0
2252,2200.00,16,0,72.7
2253,1699.00,16,1,69.6
2254,1800.00,12,0,57.1
2255,2200.00,16,0,66.7
2256,2600.00,20,0,87.0
2257,2200.00,16,0,66.7
2258,2200.00,16,0,72.7
2259,2500.00,19,0,79.2
2260,2500.00,19,0,90.5
2261,2500.00,19,0,70.4
2262,1799.00,17,1,73.9
2263,2000.00,14,0,66.7
2264,2600.00,20,0,80.0
2265,1899.00,18,1,81.8
2266,2099.00,20,1,74.1
2267,1800.00,12,0,63.2
2268,2600.00,20,0,80.0
2269,2700.00,21,0,84.0
2270,2400.00,18,0,75.0
2271,1498.00,19,2,76.0
2272,2400.00,18,0,69.2
2273,2200.00,16,0,64.0
2274,2500.00,19,0,73.1
2275,2300.00,17,0,70.8
2276,2500.00,19,0,76.0
2277,2200.00,16,0,66.7
2278,2100.00,15,0,65.2
2279,2100.00,15,0,68.2
2280,2700.00,21,0,77.8
2281,2199.00,21,1,77.8
2282,2000.00,14,0,66.7
2283,1899.00,18,1,72.0
2284,1599.00,15,1,62.5
2285,2300.00,17,0,70.8
2286,2000.00,14,0,66.7
2287,1498.00,19,2,73.1
2288,2100.00,15,0,62.5
2289,2600.00,20,0,83.3
2290,2300.00,17,0,77.3
2291,2200.00,16,0,72.7
2292,2700.00,21,0,87.5
2293,2400.00,18,0,75.0
2294,2300.00,17,0,68.0
2295,2300.00,17,0,73.9
2296,2500.00,19,0,73.1
2297,998.00,14,2,60.9
2298,2200.00,16,0,69.6
2299,3000.00,24,0,88.9
2300,1499.00,14,1,73.7
2301,2200.00,16,0,72.7
2302,2800.00,22,0,88.0
2303,2600.00,20,0,95.2
2304,2200.00,16,0,69.6
2305,2100.00,15,0,62.5
2306,2100.00,15,0,65.2
2307,1899.00,18,1,75.0
2308,1599.00,15,1,65.2
2309,2400.00,18,0,75.0
2310,2000.00,14,0,63.6
2311,2400.00,18,0,81.8
2312,2200.00,16,0,66.7
2313,2000.00,14,0,70.0
2314,2100.00,15,0,65.2
2315,2700.00,21,0,77.8
2316,2500.00,19,0,76.0
2317,2300.00,17,0,73.9
2318,2600.00,20,0,80.0
2319,2300.00,17,0,77.3
2320,2300.00,17,0,77.3
2321,2600.00,20,0,80.0
2322,2200.00,16,0,72.7
2323,2000.00,14,0,66.7
2324,2500.00,19,0,82.6
2325,1699.00,16,1,80.0
2326,2300.00,17,0,70.8
2327,1499.00,14,1,60.9
2328,2200.00,16,0,72.7
2329,2000.00,14,0,66.7
2330,2600.00,20,0,83.3
2331,2500.00,19,0,73.1
2332,2100.00,15,0,75.0
2333,1298.00,17,2,68.0
2334,1999.00,19,1,73.1
2335,2300.00,17,0,77.3
2336,2200.00,16,0,72.7
2337,2400.00,18,0,81.8
2338,2200.00,16,0,84.2
2339,2600.00,20,0,90.9
2340,1900.00,13,0,68.4
2341,2200.00,16,0,66.7
2342,1899.00,18,1,78.3
2343,1799.00,17,1,77.3
2344,2600.00,20,0,80.0
2345,1399.00,13,1,54.2
2346,2600.00,20,0,80.0
2347,2200.00,16,0,72.7
2348,2200.00,16,0,76.2
2349,2300.00,17,0,73.9
2350,2100.00,15,0,83.3
2351,1599.00,15,1,68.2
2352,2100.00,15,0,68.2
2353,2600.00,20,0,90.9
2354,1900.00,13,0,59.1
2355,2400.00,18,0,75.0
2356,2600.00,20,0,76.9
2357,2099.00,20,1,76.9
2358,1699.00,16,1,66.7
2359,2000.00,14,0,66.7
2360,1298.00,17,2,68.0
2361,2400.00,18,0,75.0
2362,1399.00,13,1,65.0
2363,2300.00,17,0,77.3
2364,2400.00,18,0,81.8
2365,2200.00,16,0,80.0
2366,1399.00,13,1,56.5
2367,2200.00,16,0,69.6
2368,1799.00,17,1,81.0
2369,1699.00,16,1,69.6
2370,2800.00,22,0,91.7
2371,2100.00,15,0,75.0
2372,2400.00,18,0,78.3
2373,2500.00,19,0,79.2
2374,1198.00,16,2,64.0
2375,2100.00,15,0,71.4
2376,1800.00,12,0,66.7
2377,2500.00,19,0,86.4
2378,2600.00,20,0,87.0
2379,2100.00,15,0,65.2
2380,2700.00,21,0,77.8
2381,2200.00,16,0,59.3
2382,1499.00,14,1,58.3
2383,1699.00,16,1,72.7
2384,2500.00,19,0,82.6
2385,2100.00,15,0,68.2
2386,2200.00,16,0,76.2
2387,2500.00,19,0,76.0
2388,1999.00,19,1,70.4
2389,1799.00,17,1,70.8
2390,1399.00,13,1,59.1
2391,2500.00,19,0,79.2
2392,2400.00,18,0,81.8
2393,2300.00,17,0,81.0
2394,2400.00,18,0,75.0
2395,1999.00,19,1,79.2
2396,2300.00,17,0,77.3
2397,1799.00,17,1,77.3
2398,2099.00,20,1,74.1
2399,2200.00,16,0,69.6
2400,1399.00,13,1,61.9
2401,2200.00,16,0,66.7
2402,2600.00,20,0,80.0
2403,1699.00,16,1,69.6
2404,2100.00,15,0,75.0
2405,2700.00,21,0,91.3
2406,1800.00,12,0,60.0
2407,1800.00,12,0,50.0
2408,2400.00,18,0,72.0
2409,1398.00,18,2,78.3
2410,1699.00,16,1,72.7
2411,2500.00,19,0,86.4
2412,2300.00,17,0,73.9
2413,2300.00,17,0,85.0
2414,2200.00,16,0,69.6
2415,2000.00,14,0,56.0
2416,2200.00,16,0,66.7
2417,2100.00,15,0,78.9
2418,1499.00,14,1,63.6
2419,2200.00,16,0,64.0
2420,2100.00,15,0,68.2
2421,2700.00,21,0,80.8
2422,2099.00,20,1,87.0
2423,2000.00,14,0,58.3
2424,1699.00,16,1,69.6
2425,2400.00,18,0,90.0
2426,2600.00,20,0,74.1
2427,2200.00,16,0,64.0
2428,2400.00,18,0,90.0
2429,1599.00,15,1,62.5
2430,1799.00,17,1,81.0
2431,2500.00,19,0,90.5
2432,2000.00,14,0,63.6
2433,2500.00,19,0,82.6
2434,1899.00,18,1,90.0
2435,2300.00,17,0,68.0
2436,2600.00,20,0,76.9
2437,2400.00,18,0,78.3
2438,2000.00,14,0,60.9
2439,2300.00,17,0,77.3
2440,2600.00,20,0,74.1
2441,2099.00,20,1,76.9
2442,2300.00,17,0,77.3
2443,2000.00,14,0,63.6
2444,2300.00,17,0,77.3
2445,1499.00,14,1,63.6
2446,2200.00,16,0,76.2
2447,2700.00,21,0,87.5
2448,2300.00,17,0,81.0
2449,1899.00,18,1,85.7
2450,2300.00,17,0,73.9
2451,2200.00,16,0,66.7
2452,2300.00,17,0,77.3
2453,2200.00,16,0,84.2
2454,2600.00,20,0,83.3
2455,2200.00,16,0,72.7
2456,2400.00,18,0,75.0
2457,2000.00,14,0,66.7
2458,3000.00,24,0,92.3
2459,2200.00,16,0,61.5
2460,2600.00,20,0,83.3
2461,2400.00,18,0,66.7
2462,2400.00,18,0,81.8
2463,2100.00,15,0,83.3
2464,2200.00,16,0,72.7
2465,1599.00,15,1,68.2
2466,2400.00,18,0,75.0
2467,2000.00,14,0,66.7
2468,2300.00,17,0,81.0
2469,2000.00,14,0,73.7
2470,1199.00,11,1,61.1
2471,1499.00,14,1,73.7
2472,1699.00,16,1,84.2
2473,1399.00,13,1,56.5
2474,2300.00,17,0,89.5
2475,2600.00,20,0,74.1
2476,2400.00,18,0,81.8
2477,2200.00,16,0,72.7
2478,2700.00,21,0,91.3
2479,2100.00,15,0,75.0
2480,2300.00,17,0,81.0
2481,2300.00,17,0,68.0
2482,2300.00,17,0,81.0
2483,798.00,12,2,54.5
2484,2700.00,21,0,80.8
2485,2300.00,17,0,77.3
2486,2100.00,15,0,71.4
2487,1699.00,16,1,69.6
2488,2800.00,22,0,95.7
2489,2100.00,15,0,65.2
2490,2200.00,16,0,69.6
2491,2700.00,21,0,84.0
2492,3000.00,24,0,85.7
2493,2500.00,19,0,76.0
2494,2400.00,18,0,81.8
2495,2600.00,20,0,74.1
2496,2300.00,17,0,81.0
2497,2300.00,17,0,73.9
2498,2100.00,15,0,68.2
2499,2200.00,16,0,72.7
2500,2300.00,17,0,70.8
2501,2000.00,14,0,56.0
2502,2400.00,18,0,78.3
2503,2000.00,14,0,66.7
2504,2300.00,17,0,73.9
2505,1800.00,12,0,57.1
2506,2600.00,20,0,95.2
2507,2300.00,17,0,70.8
2508,1699.00,16,1,66.7
2509,2100.00,15,0,75.0
2510,2700.00,21,0,80.8
2511,2300.00,17,0,81.0
2512,2700.00,21,0,87.5
2513,2200.00,16,0,72.7
2514,2200.00,16,0,76.2
2515,2400.00,18,0,78.3
2516,2300.00,17,0,70.8
2517,2000.00,14,0,70.0
2518,2500.00,19,0,70.4
2519,1900.00,13,0,56.5
2520,1699.00,16,1,69.6
2521,2800.00,22,0,84.6
2522,2400.00,18,0,72.0
2523,2700.00,21,0,84.0
2524,1900.00,13,0,59.1
2525,2400.00,18,0,78.3
2526,2100.00,15,0,65.2
2527,2600.00,20,0,83.3
2528,1900.00,13,0,56.5
2529,2400.00,18,0,72.0
2530,1899.00,18,1,69.2
2531,2300.00,17,0,77.3
2532,2600.00,20,0,74.1
2533,1699.00,16,1,61.5
2534,2600.00,20,0,83.3
2535,1199.00,11,1,50.0
2536,2500.00,19,0,86.4
2537,2300.00,17,0,68.0
2538,1499.00,14,1,66.7
2539,2200.00,16,0,72.7
2540,2500.00,19,0,86.4
2541,1399.00,13,1,61.9
2542,2400.00,18,0,81.8
2543,1899.00,18,1,81.8
2544,2500.00,19,0,76.0
2545,2600.00,20,0,83.3
2546,998.00,14,2,63.6
2547,1699.00,16,1,76.2
2548,1699.00,16,1,61.5
2549,2000.00,14,0,73.7
2550,2500.00,19,0,79.2
2551,1900.00,13,0,65.0
2552,2000.00,14,0,60.9
2553,1900.00,13,0,65.0
2554,2700.00,21,0,80.8
2555,2200.00,16,0,69.6
2556,1799.00,17,1,68.0
2557,2300.00,17,0,81.0
2558,1900.00,13,0,61.9
2559,2600.00,20,0,87.0
2560,1699.00,16,1,72.7
2561,2200.00,16,0,72.7
2562,1899.00,18,1,75.0
2563,2000.00,14,0,66.7
2564,2200.00,16,0,69.6
2565,2200.00,16,0,76.2
2566,1800.00,12,0,57.1
2567,1399.00,13,1,61.9
2568,2200.00,16,0,80.0
2569,2500.00,19,0,82.6
2570,2000.00,14,0,63.6
2571,3000.00,24,0,92.3
2572,2300.00,17,0,73.9
2573,1899.00,18,1,72.0
2574,2000.00,14,0,60.9
2575,2000.00,14,0,70.0
2576,2200.00,16,0,69.6
2577,1699.00,16,1,69.6
2578,2200.00,16,0,76.2
2579,2200.00,16,0,64.0
2580,2300.00,17,0,77.3
2581,2200.00,16,0,72.7
2582,1900.00,13,0,61.9
2583,1399.00,13,1,65.0
2584,1599.00,15,1,53.6
2585,2500.00,19,0,86.4
2586,1899.00,18,1,75.0
2587,1599.00,15,1,68.2
2588,2200.00,16,0,66.7
2589,2500.00,19,0,70.4
2590,2200.00,16,0,72.7
2591,1399.00,13,1,72.2
2592,2100.00,15,0,75.0
2593,2500.00,19,0,86.4
2594,998.00,14,2,60.9
2595,2400.00,18,0,72.0
2596,2400.00,18,0,81.8
2597,1499.00,14,1,70.0
2598,2100.00,15,0,75.0
2599,2100.00,15,0,65.2
2600,1698.00,21,2,80.8
2601,1799.00,17,1,70.8
2602,2400.00,18,0,78.3
2603,1098.00,15,2,68.2
2604,1899.00,18,1,72.0
2605,2300.00,17,0,73.9
2606,2500.00,19,0,79.2
2607,2300.00,17,0,70.8
2608,2400.00,18,0,72.0
2609,2400.00,18,0,75.0
2610,1899.00,18,1,81.8
2611,2300.00,17,0,73.9
2612,2400.00,18,0,81.8
2613,2600.00,20,0,74.1
2614,1999.00,19,1,79.2
2615,2100.00,15,0,65.2
2616,2700.00,21,0,80.8
2617,2500.00,19,0,86.4
2618,2300.00,17,0,70.8
2619,1298.00,17,2,70.8
2620,2600.00,20,0,71.4
2621,1499.00,14,1,63.6
2622,2100.00,15,0,68.2
2623,2400.00,18,0,72.0
2624,2600.00,20,0,76.9
2625,1899.00,18,1,78.3
2626,2300.00,17,0,70.8
2627,1599.00,15,1,62.5
2628,1899.00,18,1,78.3
2629,2100.00,15,0,75.0
2630,1800.00,12,0,63.2
2631,2600.00,20,0,83.3
2632,3000.00,24,0,88.9
2633,2100.00,15,0,71.4
2634,2400.00,18,0,78.3
2635,1800.00,12,0,60.0
2636,2300.00,17,0,68.0
2637,2100.00,15,0,65.2
2638,2000.00,14,0,66.7
2639,2500.00,19,0,79.2
2640,2200.00,16,0,69.6
2641,1599.00,15,1,75.0
2642,2800.00,22,0,81.5
2643,2200.00,16,0,76.2
2644,2200.00,16,0,76.2
2645,2300.00,17,0,73.9
2646,1499.00,14,1,56.0
2647,2200.00,16,0,80.0
2648,2100.00,15,0,78.9
2649,2300.00,17,0,70.8
2650,2500.00,19,0,82.6
2651,2100.00,15,0,78.9
2652,2200.00,16,0,80.0
2653,2300.00,17,0,68.0
2654,2700.00,21,0,87.5
2655,2100.00,15,0,75.0
2656,1499.00,14,1,56.0
2657,1698.00,21,2,84.0
2658,2700.00,21,0,84.0
2659,2200.00,16,0,80.0
2660,1299.00,12,1,57.1
2661,2000.00,14,0,63.6
2662,2400.00,18,0,78.3
2663,2400.00,18,0,75.0
2664,1699.00,16,1,76.2
2665,2500.00,19,0,73.1
2666,2100.00,15,0,62.5
2667,2100.00,15,0,71.4
2668,2500.00,19,0,73.1
2669,2100.00,15,0,65.2
2670,1298.00,17,2,70.8
2671,2200.00,16,0,69.6
2672,2300.00,17,0,85.0
2673,2500.00,19,0,79.2
2674,1399.00,13,1,59.1
2675,2400.00,18,0,75.0
2676,1500.00,9,0,45.0
2677,2800.00,22,0,91.7
2678,2200.00,16,0,72.7
2679,2300.00,17,0,68.0
2680,2100.00,15,0,71.4
2681,2800.00,22,0,88.0
2682,2900.00,23,0,88.5
2683,2900.00,23,0,88.5
